text,label
"sorry, i'll call later",ham
go where n buy? juz buy when we get there lar.,ham
you have won! as a valued vodafone customer our computer has picked you to win a £150 prize. to collect is easy. just call 09061743386,spam
"sorry sir, i will call you tomorrow.  senthil.hsbc",ham
yay! you better not have told that to 5 other girls either.,ham
no probs hon! how u doinat the mo?,ham
"eerie nokia tones 4u, rply tone title to 8007 eg tone dracula to 8007 titles: ghost, addamsfa, munsters, exorcist, twilight www.getzed.co.uk pobox36504w45wq 150p",spam
dear good morning how you feeling dear,ham
hard live 121 chat just 60p/min. choose your girl and connect live. call 09094646899 now! cheap chat uk's biggest live service. vu bcm1896wc1n3xx,spam
here got lots of hair dresser fr china.,ham
pick you up bout 7.30ish? what time are  and that going?,ham
i'm always on yahoo messenger now. just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. and will reply.,ham
"hey babe, sorry i didn't get sooner. gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a ptbo and he says it will cost  &lt;#&gt;  bucks. i don't know if it might be cheaper to find someone there ? we don't have any second hand machines at all right now, let me know what you want to do babe",ham
"my fri ah... okie lor,goin 4 my drivin den go shoppin after tt...",ham
poor girl can't go one day lmao,ham
i am on the way to tirupur.,ham
we will meet soon princess! ttyl!,ham
onum ela pa. normal than.,ham
"sure, whenever you show the fuck up &gt;:(",ham
you do got a shitload of diamonds though,ham
so gd got free ice cream... i oso wan...,ham
", how's things? just a quick question.",ham
well done and ! luv ya all ,ham
mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! good indian?,ham
yar lor actually we quite fast... cos da ge slow wat... haha...,ham
i'm stuck in da middle of da row on da right hand side of da lt... ,ham
heehee that was so funny tho,ham
idea will soon get converted to live:),ham
er mw im filled tuth is aight,ham
"yeah we wouldn't leave for an hour at least, how's 4 sound?",ham
"haha awesome, i've been to 4u a couple times. who all's coming?",ham
guess who am i?this is the first time i created a web page www.asjesus.com read all i wrote. i'm waiting for your opinions. i want to be your friend 1/1,spam
"sir, waiting for your letter.",ham
"si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx",ham
me fine..absolutly fine,ham
really dun bluff me leh... u sleep early too. nite...,ham
cheers for callin babe.sozi culdnt talkbut i wannatell u details later wenwecan chat properly x,ham
all will come alive.better correct any good looking figure there itself..,ham
no need lar i go engin? cos my sis at arts today...,ham
if we win its really no 1 side for long time.,ham
it's really getting me down just hanging around.,ham
full heat pa:-) i have applyed oil pa.,ham
prabha..i'm soryda..realy..frm heart i'm sory,ham
i'm still pretty weak today .. bad day ?,ham
"hey there babe, how u doin? wot u up 2 2nite love annie x.",ham
"mum, i've sent you many many messages since i got here. i just want to know that you are actually getting them. do enjoy the rest of your day.",ham
great new offer - double mins & double txt on best orange tariffs and get latest camera phones 4 free! call mobileupd8 free on 08000839402 now! or 2stoptxt t&cs,spam
me too! have a lovely night xxx,ham
eastenders tv quiz. what flower does dot compare herself to? d= violet e= tulip f= lily txt d e or f to 84025 now 4 chance 2 win £100 cash wkent/150p16+,spam
thanx 4 2day! u r a goodmate i think ur rite sary! asusual!1 u cheered me up! love u franyxxxxx,ham
yeah my usual guy's out of town but there're definitely people around i know,ham
hey no i ad a crap nite was borin without ya 2 boggy with me u boring biatch! thanx but u wait til nxt time il ave ya ,ham
urgent! your mobile number has been awarded with a £2000 prize guaranteed. call 09061790126 from land line. claim 3030. valid 12hrs only 150ppm,spam
yup i'm elaborating on the safety aspects and some other issues..,ham
"today is ""song dedicated day.."" which song will u dedicate for me? send this to all ur valuable frnds but first rply me...",ham
-pls stop bootydelious (32/f) is inviting you to be her friend. reply yes-434 or no-434 see her: www.sms.ac/u/bootydelious stop? send stop frnd to 62468,spam
"it's cool, we can last a little while. getting more any time soon?",ham
are you in castor? you need to see something,ham
this weekend is fine (an excuse not to do too much decorating),ham
"please protect yourself from e-threats. sib never asks for sensitive information like passwords,atm/sms pin thru email. never share your password with anybody.",ham
no objection. my bf not coming.,ham
i remain unconvinced that this isn't an elaborate test of my willpower,ham
you've already got a flaky parent. it'snot supposed to be the child's job to support the parent...not until they're the ride age anyway. i'm supposed to be there to support you. and now i've hurt you. unintentional. but hurt nonetheless.,ham
"dear voucher holder, to claim this weeks offer, at you pc please go to http://www.e-tlp.co.uk/expressoffer ts&cs apply. to stop texts, txt stop to 80062",spam
will do. have a good day,ham
congratulations ur awarded 500 of cd vouchers or 125gift guaranteed & free entry 2 100 wkly draw txt music to 87066,spam
hi its kate it was lovely to see you tonight and ill phone you tomorrow. i got to sing and a guy gave me his card! xxx,ham
"oops, i'll let you know when my roommate's done",ham
i might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,ham
u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094565,spam
i'm e person who's doing e sms survey...,ham
dont hesitate. you know this is the second time she has had weakness like that. so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,ham
"just arrived, see you in a couple days &lt;3",ham
i'm working technical support :)voice process.,ham
pls speak with me. i wont ask anything other then you friendship.,ham
the guy did some bitching but i acted like i'd be interested in buying something else next week and he gave it to us for free,ham
yes princess! i want to please you every night. your wish is my command...,ham
"alright we're hooked up, where you guys at",ham
"night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay. gud mrng",ham
me sef dey laugh you. meanwhile how's my darling anjie!,ham
see the forwarding message for proof,ham
"win the newest “harry potter and the order of the phoenix (book 5) reply harry, answer 5 questions - chance to be the first among readers!",spam
"i just got home babe, are you still awake ?",ham
"congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm. dont miss out!",spam
get me out of this dump heap. my mom decided to come to lowes. boring.,ham
so wat's da decision?,ham
i think u have the wrong number.,ham
important message. this is a final contact attempt. you have important messages waiting out our customer claims dept. expires 13/4/04. call 08717507382 now!,spam
dont talk to him ever ok its my word.,ham
"hi , where are you? we're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",ham
oh... lk tt den we take e one tt ends at cine lor... dun wan yogasana oso can... ,ham
"well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",ham
ok... let u noe when i leave my house.,ham
"hey babe! i saw you came online for a second and then you disappeared, what happened ?",ham
can you call me plz. your number shows out of coveragd area. i have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,ham
have a safe trip to nigeria. wish you happiness and very soon company to share moments with,ham
cant think of anyone with * spare room off * top of my head,ham
"dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",ham
pls accept me for one day. or am begging you change the number.,ham
thanx4 today cer it was nice 2 catch up but we ave 2 find more time more often oh well take care c u soon.c,ham
do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,ham
alrite jod hows the revision goin? keris bin doin a smidgin. n e way u wanna cum over after college?xx,ham
we have to pick rayan macleran there.,ham
well welp is sort of a semiobscure internet thing,ham
cause i'm not freaky lol,ham
shall call now dear having food,ham
company is very good.environment is terrific and food is really nice:),ham
did u turn on the heater? the heater was on and set to &lt;#&gt; degrees.,ham
ya very nice. . .be ready on thursday,ham
the search 4 happiness is 1 of d main sources of unhappiness! accept life the way it comes! u will find happiness in every moment u live.,ham
you getting back any time soon?,ham
"hi, wkend ok but journey terrible. wk not good as have huge back log of marking to do",ham
pls dont restrict her from eating anythin she likes for the next two days.,ham
dunno lei... i might b eatin wif my frens... if ü wan to eat then i wait 4 ü lar,ham
"a boy was late 2 home. his father: ""power of frndship""",ham
oooh bed ridden ey? what are you thinking of?,ham
thank you. i like you as well...,ham
i see. when we finish we have loads of loans to pay,ham
wait . i will msg after  &lt;#&gt;  min.,ham
"ya, told..she was asking wats matter?",ham
"fran i decided 2 go n e way im completely broke an knackered i got up bout 3 c u 2mrw love janx p.s this is my dads fone, -no credit",ham
win urgent! your mobile number has been awarded with a £2000 prize guaranteed call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,spam
hello peach! my cake tasts lush!,ham
"i sent you the prices and do you mean the  &lt;#&gt; g,",ham
pls give her the food preferably pap very slowly with loads of sugar. you can take up to an hour to give it. and then some water. very very slowly.,ham
we tried to contact you re your reply to our offer of a video phone 750 anytime any network mins half price line rental camcorder reply or call 08000930705,spam
no problem. we will be spending a lot of quality time together...,ham
yo guess what i just dropped,ham
hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,ham
nice.nice.how is it working?,ham
"carlos took a while (again), we leave in a minute",ham
wishing you a wonderful week.,ham
"just so that you know,yetunde hasn't sent money yet. i just sent her a text not to bother sending. so its over, you dont have to involve yourself in anything. i shouldn't have imposed anything on you in the first place so for that, i apologise.",ham
squeeeeeze!! this is christmas hug.. if u lik my frndshp den hug me back.. if u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) none? people hate u:,ham
"oh, i will get paid. the most outstanding one is for a commercial i did for hasbro...in august! they made us jump through so many hoops to get paid. still not.",ham
hmm .. bits and pieces lol ... *sighs* ...,ham
free entry in 2 a wkly comp to win fa cup final tkts 21st may 2005. text fa to 87121 to receive entry question(std txt rate)t&c's apply 08452810075over18's,spam
well obviously not because all the people in my cool college life went home ;_;,ham
"yeah, we can probably swing by once my roommate finishes up with his girl",ham
"welcome to select, an o2 service with added benefits. you can now call our specially trained advisors free from your mobile by dialling 402.",spam
"also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",ham
"hey kate, hope ur ok... will give u a buz wedlunch. go outsomewhere 4 adrink in town..cud go 2watershd 4 a bit? ppl fromwrk will bthere. love petexxx.",ham
"i got arrested for possession at, i shit you not,  &lt;time&gt;  pm",ham
cancel cheyyamo?and get some money back?,ham
i just made some payments so dont have that much. sorry. would you want it fedex or the other way.,ham
haha... dont be angry with yourself... take it as a practice for the real thing. =) ,ham
shall i start from hear.,ham
hi i won't b ard 4 christmas. but do enjoy n merry x'mas.,ham
"no my blankets are sufficient, thx",ham
"rock yr chik. get 100's of filthy films &xxx pics on yr phone now. rply filth to 69669. saristar ltd, e14 9yt 08701752560. 450p per 5 days. stop2 cancel",spam
"aight i'll grab something to eat too, text me when you're back at mu",ham
who were those people ? were you in a tour ? i thought you were doing that sofa thing you sent me ? your curious sugar,ham
they released another italian one today and it has a cosign option,ham
want explicit sex in 30 secs? ring 02073162414 now! costs 20p/min,spam
"i can. but it will tell quite long, cos i haven't finish my film yet...",ham
no..its ful of song lyrics..,ham
hope you are having a good week. just checking in,ham
am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,ham
u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09065171142-stopsms-08,spam
i will reach before ten morning,ham
me too baby! i promise to treat you well! i bet you will take good care of me...,ham
save money on wedding lingerie at www.bridal.petticoatdreams.co.uk choose from a superb selection with national delivery. brought to you by weddingfriend,spam
500 free text msgs. just text ok to 80488 and we'll credit your account,spam
"lol .. *grins* .. i'm not babe, but thanks for thinking of me!",ham
no rushing. i'm not working. i'm in school so if we rush we go hungry.,ham
so dont use hook up any how,ham
do well :)all will for little time. thing of good times ahead:,ham
sounds better than my evening im just doing my costume. im not sure what time i finish tomorrow but i will txt you at the end.,ham
what happen dear. why you silent. i am tensed,ham
ok i will tell her to stay out. yeah its been tough but we are optimistic things will improve this month.,ham
loosu go to hospital. de dont let it careless.,ham
"free ringtone text first to 87131 for a poly or text get to 87131 for a true tone! help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",spam
you have an important customer service announcement. call freephone 0800 542 0825 now!,spam
don no da:)whats you plan?,ham
"oh, my love, it's soooo good to hear from you. omg i missed you so much today. i'm sorry your having problems with the provider but thank you for tming me",ham
sos! any amount i can get pls.,ham
life style garments account no please.,ham
and pls pls drink plenty plenty water,ham
i notice you like looking in the shit mirror youre turning into a right freak,ham
"k, i'll work something out",ham
i;m reaching in another 2 stops.,ham
yes baby! we can study all the positions of the kama sutra ;),ham
nope thats fine. i might have a nap tho! ,ham
"yeah why not, is the gang all ready",ham
hi darlin its kate are u up for doin somethin tonight? im going to a pub called the swan or something with my parents for one drink so phone me if u can,ham
but i haf enuff space got like 4 mb...,ham
didn't you get hep b immunisation in nigeria.,ham
"i can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",ham
no management puzzeles.,ham
what makes you most happy?,ham
"hot live fantasies call now 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 is a national rate call",spam
i'm at work. please call,ham
i need you to be in my strong arms...,ham
"kind of. just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",ham
freemsg: fancy a flirt? reply date now & join the uks fastest growing mobile dating service. msgs rcvd just 25p to optout txt stop to 83021. reply date now!,spam
dont think you need yellow card for uk travel. ask someone that has gone before. if you do its just  &lt;#&gt; bucks,ham
"can i please come up now imin town.dontmatter if urgoin outl8r,just reallyneed 2docd.please dontplease dontignore mycalls,u no thecd isv.important tome 4 2moro",ham
"urgent! call 09061749602 from landline. your complimentary 4* tenerife holiday or £10,000 cash await collection sae t&cs box 528 hp20 1yf 150ppm 18+",spam
call 09095350301 and send our girls into erotic ecstacy. just 60p/min. to stop texts call 08712460324 (nat rate),spam
i dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,ham
"motivate behind every darkness, there is a shining light waiting for you to find it... behind every best friend, there is always trust and love... bslvyl",ham
come back to tampa ffffuuuuuuu,ham
sent me ur email id soon,ham
jason says it's cool if we pick some up from his place in like an hour,ham
hope youre not having too much fun without me!! see u tomorrow love jess x,ham
"i wonder how you got online, my love ? had you gone to the net cafe ? did you get your phone recharged ? were you on a friends net ? i think of you, boytoy",ham
not course. only maths one day one chapter with in one month we can finish.,ham
i am in your office na.,ham
private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08715203652 identifier code: 42810 expires 29/10/0,spam
"i'm outside islands, head towards hard rock and you'll run into me",ham
k..u also dont msg or reply to his msg..,ham
no gifts!! you trying to get me to throw myself off a cliff or something?,ham
reverse is cheating. that is not mathematics.,ham
what time is ur flight tmr?,ham
i wan but too early lei... me outside now wun b home so early... neva mind then...,ham
hey are you angry with me. reply me dr.,ham
mum say we wan to go then go... then she can shun bian watch da glass exhibition... ,ham
white fudge oreos are in stores,ham
hi juan. im coming home on fri hey. of course i expect a welcome party and lots of presents. ill phone u when i get back. loads of love nicky x x x x x x x x x,ham
thinking of u ;) x,ham
they just talking thats it de. they wont any other.,ham
where wuld i be without my baby? the thought alone mite break me and i dont wanna go crazy but everyboy needs his lady xxxxxxxx,ham
"hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",ham
looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company i could head in earlier-we were goin to meet in rummer.,ham
thing r good thanx got exams in march ive done no revision? is fran still with boyf? ive gotta interviw 4 exeter bit worried!x,ham
pandy joined 4w technologies today.he got job..,ham
one day a crab was running on the sea shore..the waves came n cleared the footprints of the crab.. crab asked: being my frnd y r u clearing my beautiful footprints? waves replied: a fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) gud nyt..,ham
tell me pa. how is pain de.,ham
hello which the site to download songs its urgent pls,ham
i dont know why she.s not getting your messages,ham
oh yah... we never cancel leh... haha ,ham
the beauty of life is in next second.. which hides thousands of secrets. i wish every second will be wonderful in ur life...!! gud n8,ham
"it‘s reassuring, in this crazy world.",ham
not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,ham
hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,ham
"aight, lemme know what's up",ham
todays vodafone numbers ending with 4882 are selected to a receive a £350 award. if your number matches call 09064019014 to receive your £350 award.,spam
none of that's happening til you get here though,ham
cramps stopped. going back to sleep,ham
i'm okay. chasing the dream. what's good. what are you doing next.,ham
"hello from orange. for 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply yes. terms apply: www.orange.co.uk/ow",spam
but i'm surprised she still can guess right lor...,ham
oic... then better quickly go bathe n settle down...,ham
ugh fuck it i'm resubbing to eve,ham
not directly behind... abt 4 rows behind ü...,ham
cool. we will have fun practicing making babies!,ham
east coast,ham
"yeah there's barely enough room for the two of us, x has too many fucking shoes. sorry man, see you later",ham
also where's the piece,ham
k tell me anything about you.,ham
ugh. gotta drive back to sd from la. my butt is sore.,ham
does daddy have a bb now.,ham
yetunde i'm in class can you not run water on it to make it ok. pls now.,ham
i'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,ham
piss is talking is someone that realise u that point this at is it.(now read it backwards),ham
a lot of this sickness thing going round. take it easy. hope u feel better soon. lol,ham
nt yet chikku..simple habba..hw abt u?,ham
"enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",ham
dear how is chechi. did you talk to her,ham
still i have not checked it da. . .,ham
congrats. that's great. i wanted to tell you not to tell me your score cos it might make me relax. but its motivating me so thanks for sharing,ham
i am going to sao mu today. will be done only at 12 ,ham
"i‘ll leave around four, ok?",ham
"yo, you gonna still be in stock tomorrow/today? i'm trying to get a dubsack",ham
"hi hun! im not comin 2nite-tell every1 im sorry 4 me, hope u ava goodtime!oli rang melnite ifink it mite b sorted,but il explain everythin on mon.l8rs.x",ham
"awesome, that gonna be soon or later tonight?",ham
i don't think he has spatula hands!,ham
pls dont forget to study,ham
i accidentally brought em home in the box,ham
"sms. ac blind date 4u!: rodds1 is 21/m from aberdeen, united kingdom. check him out http://img. sms. ac/w/icmb3cktz8r7!-4 no blind dates send hide",spam
dun b sad.. it's over.. dun thk abt it already. concentrate on ur other papers k.,ham
urgent this is our 2nd attempt to contact u. your £900 prize from yesterday is still awaiting collection. to claim call now 09061702893. acl03530150pm,spam
india have to take lead:),ham
audrie lousy autocorrect,ham
"xmas offer! latest motorola, sonyericsson & nokia & free bluetooth or dvd! double mins & 1000 txt on orange. call mobileupd8 on 08000839402 or call2optout/4qf2",spam
"haha awesome, omw back now then",ham
"44 7732584351, do you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or call 08000930705.",spam
customer place i will call you.,ham
mobile club: choose any of the top quality items for your mobile. 7cfca1a,spam
i wish u were here. i feel so alone,ham
"sorry to trouble u again. can buy 4d for my dad again? 1405, 1680, 1843. all 2 big 1 small, sat n sun. thanx.",ham
"wishing you and your family merry ""x"" mas and happy new year in advance..",ham
thnx dude. u guys out 2nite?,ham
sounds great! im going to sleep now. have a good night!,ham
"think ur smart ? win £200 this week in our weekly quiz, text play to 85222 now!t&cs winnersclub po box 84, m26 3uz. 16+. gbp1.50/week",spam
i would but i'm still cozy. and exhausted from last night.nobody went to school or work. everything is closed.,ham
its not the same here. still looking for a job. how much do ta's earn there.,ham
its a site to simulate the test. it just gives you very tough questions to test your readiness.,ham
depends on where u going lor.,ham
"er yeah, i will b there at 15:26, sorry! just tell me which pub/cafe to sit in and come wen u can",ham
now get step 2 outta the way. congrats again.,ham
yes. rent is very expensive so its the way we save.,ham
"sounds gd... haha... can... wah, u yan jiu so fast liao...",ham
"good afternoon, my love. how goes your day ? what are you up to ? i woke early and am online waiting for you ... hmmm ... italian boy is online i see . *grins*",ham
ok lor then we go tog lor...,ham
then i buy.,ham
"haha just kidding, papa needs drugs",ham
for my family happiness..,ham
where are you call me.,ham
"honeybee said: *i'm d sweetest in d world* god laughed &amp; said: *wait,u havnt met d person reading this msg* moral: even god can crack jokes! gm+gn+ge+gn:)",ham
10 min later k...,ham
ok give me 5 minutes i think i see her. btw you're my alibi. you were cutting my hair the whole time.,ham
ha! i wouldn't say that i just didn't read anything into way u seemed. i don't like 2 be judgemental....i save that for fridays in the pub!,ham
"1.20 that call cost. which i guess isnt bad. miss ya, need ya, want ya, love ya",ham
its going good...no problem..but still need little experience to understand american customer voice...,ham
"thanx 4 the time weve spent 2geva, its bin mint! ur my baby and all i want is u!xxxx",ham
where in abj are you serving. are you staying with dad or alone.,ham
yes i thought so. thanks.,ham
okie ü wan meet at bishan? cos me at bishan now. i'm not driving today.,ham
miserable. they don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. i didn't sleep at all last night.,ham
send a logo 2 ur lover - 2 names joined by a heart. txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo! pobox36504w45wq txtno 4 no ads 150p,spam
i.ll hand her my phone to chat wit u,ham
understand. his loss is my gain :) so do you work? school?,ham
i though we shd go out n have some fun so bar in town or something – sound ok?,ham
its ok my arm is feeling weak cuz i got a shot so we can go another time,ham
"for ur chance to win a £250 wkly shopping spree txt: shop to 80878. t's&c's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam
dunno lei ü all decide lor. how abt leona? oops i tot ben is going n i msg him.,ham
here is my new address -apples&pairs&all that malarky,ham
er yep sure. props?,ham
"tunji, how's the queen? how are you doing. this is just wishing you a great day. abiola.",ham
"send ur birthdate with month and year, i will tel u ur life partner's name. and the method of calculation. reply must.",ham
i borrow ur bag ok.,ham
"yo, any way we could pick something up tonight?",ham
thought praps you meant another one. goodo! i'll look tomorrow ,ham
"sorry,  in meeting i'll call you later",ham
it will stop on itself. i however suggest she stays with someone that will be able to give ors for every stool.,ham
"ta-daaaaa! i am home babe, are you still up ?",ham
i've not sent it. he can send me.,ham
she's fine. good to hear from you. how are you my dear? happy new year oh.,ham
what i told before i tell. stupid hear after i wont tell anything to you. you dad called to my brother and spoken. not with me.,ham
"call me. i m unable to cal. lets meet bhaskar, and deep",ham
webpage s not available!,ham
"do whatever you want. you know what the rules are. we had a talk earlier this week about what had to start happening, you showing responsibility. yet, every week it's can i bend the rule this way? what about that way? do whatever. i'm tired of having thia same argument with you every week. and a  &lt;#&gt;  movie doesnt inlude the previews. you're still getting in after 1.",ham
same as kallis dismissial in 2nd test:-).,ham
how come guoyang go n tell her? then u told her?,ham
yup i'm still having coffee wif my frens... my fren drove she'll give me a lift...,ham
tell me again what your address is,ham
okmail: dear dave this is your final notice to collect your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm,spam
i.ll post her out l8r. in class,ham
just nw i came to hme da..,ham
ur cash-balance is currently 500 pounds - to maximize ur cash-in now send go to 86688 only 150p/msg. cc: 08718720201 po box 114/14 tcr/w1,spam
"sorry, i'll call later",ham
nope. i just forgot. will show next week,ham
ard 530 lor. i ok then message ü lor.,ham
"congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm. dont miss out! ",spam
"no, i was trying it all weekend ;v",ham
"finally it has happened..! aftr decades..! beer is now cheaper than petrol! the goverment expects us to ""drink"". . . but don't ""drive """,ham
hello handsome ! are you finding that job ? not being lazy ? working towards getting back that net for mummy ? where's my boytoy now ? does he miss me ?,ham
we're on the opposite side from where we dropped you off,ham
"nice. wait...should you be texting right now? i'm not gonna pay your ticket, ya know!",ham
we don call like  &lt;#&gt;  times oh. no give us hypertension oh.,ham
"someone has contacted our dating service and entered your phone becausethey fancy you! to find out who it is call from a landline 09058098002. pobox1, w14rg 150p",spam
im good! i have been thinking about you...,ham
s...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),ham
ok.,ham
dunno lei he neva say...,ham
sunshine quiz wkly q! win a top sony dvd player if u know which country liverpool played in mid week? txt ansr to 82277. £1.50 sp:tyrone,spam
reply to win £100 weekly! where will the 2006 fifa world cup be held? send stop to 87239 to end service,spam
is there any training tomorrow?,ham
i am great! how are you?,ham
"god asked, ""what is forgiveness?"" a little child gave lovely reply, ""it is d wonderful fruit that a tree gives when it is being hurt by a stone.. good night......",ham
you are awarded a sipix digital camera! call 09061221061 from landline. delivery within 28days. t cs box177. m221bp. 2yr warranty. 150ppm. 16 . p p£3.99,spam
ur cash-balance is currently 500 pounds - to maximize ur cash-in now send cash to 86688 only 150p/msg. cc: 08718720201 po box 114/14 tcr/w1,spam
convey my regards to him,ham
ill call you evening ill some ideas.,ham
just woke up. yeesh its late. but i didn't fall asleep til &lt;#&gt; am :/,ham
there are many company. tell me the language.,ham
4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths ? call mobilesdirect free on 08000938767 to update now! or2stoptxt,spam
you only hate me. you can call any but you didnt accept even a single call of mine. or even you messaged,ham
what can i do? might accidant tookplace between somewhere ghodbandar rd. traffic moves slovely. so plz slip &amp; don't worry.,ham
"wait, do you know if wesleys in town? i bet she does hella drugs!",ham
"alright, we're all set here, text the man",ham
what???? hello wats talks email address?,ham
hello! good week? fancy a drink or something later?,ham
hi missed your call and my mumhas beendropping red wine all over theplace! what is your adress?,ham
"i don't have anybody's number, i still haven't thought up a tactful way to ask alex",ham
if i die i want u to have all my stuffs.,ham
you have 1 new message. please call 08712400200.,spam
you are being ripped off! get your mobile content from www.clubmoby.com call 08717509990 poly/true/pix/ringtones/games six downloads for only 3,spam
yeah. i got a list with only u and joanna if i'm feeling really anti social,ham
"come to me right now, ahmad",ham
"ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",ham
probably money worries. things are coming due and i have several outstanding invoices for work i did two and three months ago.,ham
let me know when you've got the money so carlos can make the call,ham
there the size of elephant tablets & u shove um up ur ass!!,ham
ding me on ya break fassyole! blacko from londn,ham
i jus reached home. i go bathe first. but my sis using net tell u when she finishes k...,ham
"theoretically yeah, he could be able to come",ham
better. made up for friday and stuffed myself like a pig yesterday. now i feel bleh. but at least its not writhing pain kind of bleh.,ham
i dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,ham
what you thinked about me. first time you saw me in class.,ham
"i can probably come by, everybody's done around  &lt;#&gt;  right?",ham
ey! calm downon theacusations.. itxt u cos iwana know wotu r doin at thew/end... haventcn u in ages..ring me if ur up4 nething sat.love j xxx.,ham
really good:)dhanush rocks once again:),ham
"aight, i'll text you when i'm back",ham
"watching cartoon, listening music &amp; at eve had to go temple &amp; church.. what about u?",ham
am slow in using biola's fne,ham
lol i was gonna last month. i cashed some in but i left &lt;#&gt; just in case. i was collecting more during the week cause they announced it on the blog.,ham
do not b late love mum,ham
i always chat with you. in fact i need money can you raise me?,ham
oh oh... den muz change plan liao... go back have to yan jiu again...,ham
you are chosen to receive a £350 award! pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,spam
dont make ne plans for nxt wknd coz she wants us to come down then ok,ham
can not use foreign stamps in this country.,ham
i have lost 10 kilos as of today!,ham
or ü go buy wif him then i meet ü later can?,ham
pls she needs to dat slowly or she will vomit more.,ham
so that means you still think of teju,ham
it has everything to do with the weather. keep extra warm. its a cold but nothing serious. pls lots of vitamin c,ham
"yes, princess. are you going to make me moan?",ham
....photoshop makes my computer shut down.,ham
1st wk free! gr8 tones str8 2 u each wk. txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys. nokia/150p poly/200p 16+,spam
gimme a few was  &lt;#&gt;  minutes ago,ham
88066 from 88066 lost 3pound help,spam
i'm so in love with you. i'm excited each day i spend with you. you make me so happy.,ham
today am going to college so am not able to atten the class.,ham
i dont know what to do to come out of this so only am ask questions like this dont mistake me.,ham
black shirt n blue jeans... i thk i c ü...,ham
ur balance is now £500. ur next question is: who sang 'uptown girl' in the 80's ? 2 answer txt ur answer to 83600. good luck!,spam
wanna have a laugh? try chit-chat on your mobile now! logon by txting the word: chat and send it to no: 8883 cm po box 4217 london w1a 6zf 16+ 118p/msg rcvd,spam
my house here e sky quite dark liao... if raining then got excuse not 2 run already rite... hee...,ham
"yo, the game almost over? want to go to walmart soon",ham
"playin space poker, u?",ham
